from_course_id,to_course_id,_base_name
course-v1:liaoningX+LNA20150000019+01,course-v1:liaoningX+LNA20150000019_02+02,航海力學
course-v1:GKDJXJY+CALJC001+2015_T2,course-v1:CAU+guangxi08110140_1x+2017_T1,c程序設計案例教程
course-v1:NSU_TsinghuaX+10610224X+2017_T1,course-v1:TsinghuaX+10610224X+2017_T2,毛澤東思想和中國特色社會主義理論體系概論
course-v1:TsinghuaX+00040132X+sp,course-v1:TsinghuaX+00040132X+2017_T2,寶玉石鑑賞
course-v1:Microsoft+CLD208.2x+2T2017,course-v1:Microsoft+CLD208.2x+3T2017,microsoft exchange server 2016 - 2: client access services
course-v1:TsinghuaX+40670453X_p1+sp,course-v1:TsinghuaX+40670453X+2017_T2,新聞攝影
RiceX/AdvENVSCI_1x/_,course-v1:RiceX+AdvENVSCI_1x+sp,ap*備考——環境科學，第一部分：生物界
course-v1:BerkeleyX+CS169_1x+2015__T2,course-v1:LouvainX+Louv17.2x+1T2018,error
course-v1:TsinghuaX+00720091X+2016_T1,course-v1:TsinghuaX+00720091X+2017_T2,足球運動與科學
course-v1:TsinghuaX+40670453X_tv+2015_T1,course-v1:TsinghuaX+40670453X+2017_T2,新聞攝影
course-v1:xtkfq+gx01640603_103138+2015_T2,course-v1:JLU+gx01640603_103138_1+2017_T2,人文視野中的生態學
course-v1:ChongqingUX+CHEM10000X+sp,course-v1:CQU+CQUCHEM10003-002+2017-T1,大學化學ⅰ
course-v1:TsinghuaX+00720091X+2016_T2,course-v1:TsinghuaX+00720091X+2017_T2,足球運動與科學
course-v1:TsinghuaX+uoh_THU00001X+2017_T1,course-v1:TsinghuaX+THU00001X+2017_T2,決勝移動互聯網：創業者的商業模式課
course-v1:myvtc12753+01030132X+2015_T2,course-v1:TsinghuaX+01030132X+2017_T2,大學歷史與文化
TsinghuaX/10610183X/2016_T1,course-v1:TsinghuaX+10610183_2X+2017_T2,思想道德修養與法律基礎
course-v1:GKDJXJY+MG001+2015_T2,course-v1:TsinghuaX+10610224X+2017_T2,毛澤東思想和中國特色社會主義理論體系概論
course-v1:sanxiauX+80000901+2016_T2,course-v1:TsinghuaX+guangxi80000901_2X+2017_T1,中國建築史
course-v1:FullbridgeX+Career4x+3T2016,course-v1:LouvainX+Louv17.2x+1T2018,error
course-v1:UBCx+ITSx+3T2016,course-v1:UBCx+ITSx+1T2017,policy analysis using interrupted time series
course-v1:yunnan_TsinghuaX+60250101X+2016_T2,course-v1:TsinghuaX+60250101X+2017_T2,英文科技論文寫作與學術報告
course-v1:GalileoX+CAAD001X+2T2017,course-v1:GalileoX+CAAD001X+3T2017,java fundamentals for android development
course-v1:NJMU+81643195X+2016_T2,course-v1:NjmuX+81643195X+2016_T2,生物醫學論文寫作
course-v1:TsinghuaX+00690092X+_2015_T2,course-v1:TsinghuaX+00690092X+2017_T2,邏輯學概論
TsinghuaX/20220053X/2015_T1,course-v1:TsinghuaX+20220053X+2016_2017,電工技術
course-v1:CAU+08110140X+2015_T2_,course-v1:CAU+guangxi08110140_1x+2017_T1,c程序設計案例教程
course-v1:JNUX+07009156X+sp,course-v1:JNUX+07009156X+2017_T2,中醫與診斷-學做自己的醫生
course-v1:TsinghuaX+30640014X+2016_T1,course-v1:TsinghuaX+30640014X+2017_T2,生活英語聽說
course-v1:TsinghuaX-Chuange+80512073X+2015_T2,course-v1:LouvainX+Louv17.2x+1T2018,error
course-v1:Tsinghua+20150001+2015_T2,course-v1:TsinghuaX+20150001+2017_T2,如何寫好科研論文
course-v1:TsinghuaX+60610231_p1+sp,course-v1:TsinghuaX+60610231_p1+2017_T2,工程職業倫理
MITx/6_002x/_Circuits_and_Electronics_,course-v1:VPC_TsinghuaX+30230931X+2016_T1,電路與電子學
course-v1:hnit_TsinghuaX+20220214X+2016_T2,course-v1:TsinghuaX+20220214X+2017_T2,電路原理
course-v1:BIT+30640014_2015X+2015_T2,course-v1:Tsinghua+ENG010+2015_T2,宇宙中心的英語聽說課
course-v1:TsinghuaX+10610204_2015X+2015_T2,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
course-v1:xuetangX+bttc20161215X+2017_T1,course-v1:xuetangX+dbcj_20161215X+2017_T1,如何玩轉學堂雲平臺
course-v1:JLU+310305+161711,course-v1:JLU+310305+161721,老年護理學
course-v1:TsinghuaX+80140242X+2016_T2,course-v1:TsinghuaX+80140242X+SP,介質輻射傳熱
course-v1:TsinghuaX+10430494X_2015_2+2015_T2,course-v1:TsinghuaX+10430494X_2015_2+2017_T2,大學物理2
course-v1:HIT+13SC20301820+2017_T1,course-v1:HIT+13SC20301820+2017_T2,會計信息系統
course-v1:TsinghuaX+20250064_1X+2015_T2,course-v1:TsinghuaX+20250064X+2017_T1,模擬電子技術基礎
course-v1:UQx+Think101x+sp,course-v1:UQx+Think101x+2017_T2,日常思考的科學
course-v1:slu+UST001+2017_T1,course-v1:UST+yunnanUST001+2017_T1,網絡技術與應用
course-v1:ASUx+TGM579x+2T2017,course-v1:ASUx+TGM579x+1T2018,communicating in a global context
course-v1:HBCM+00691153X+2015_T2,course-v1:TsinghuaX+00691153X+2017_T2,不朽的藝術：走進大師與經典
course-v1:Tsinghua+dbcj_20150001+2017_T1,course-v1:TsinghuaX+20150001+2017_T2,如何寫好科研論文
course-v1:TsinghuaX+30640014_2015sX+2015_T2,course-v1:Tsinghua+ENG010+2015_T2,宇宙中心的英語聽說課
course-v1:skillchina_TsinghuaX+60510102X+2016_T1,course-v1:TsinghuaX+60510102X+2017_T2,創辦新企業
course-v1:Tsinghua+cppsu_20150001+2017_T2,course-v1:TsinghuaX+20150001+2017_T2,如何寫好科研論文
course-v1:TsinghuaX+80000271X+2017_T1,course-v1:TsinghuaX+80000271X+2017_T2,住宅精細化設計
course-v1:ycitX+THU00013X+2016_T1,course-v1:TsinghuaX+THU00013X+2017_T2,社會創新與創業
course-v1:TsinghuaX+30640014+2015_T2,course-v1:TsinghuaX+30640014X+2017_T2,生活英語聽說
course-v1:BIT+MOOC101_2015+2015_T2,course-v1:TsinghuaX+MOOC101+2017_TS,e時代的大佬師——慕課教師的修煉心法
course-v1:swust_TsinghuaX+10430484X+2016_T1,course-v1:TsinghuaX+10430484X_2015_2+2017_T2,大學物理1
course-v1:JLUx+gx01640603_103138_1+2015_T2,course-v1:JLU+gx01640603_103138_1+2017_T2,人文視野中的生態學
course-v1:TsinghuaX+20330334_2015X+2015_T1,course-v1:TsinghuaX+20330334X+2016_2017,理論力學
course-v1:UPValenciaX+LIDER201.3x+2T2017,course-v1:UPValenciaX+LIDER201.3x+3T2017,liderazgo para mandos intermedios
course-v1:gznu10663+00690092X+2015_T2_,course-v1:TsinghuaX+00690092X+2017_T2,邏輯學概論
course-v1:HBCM+MOOC101+2015_T2,course-v1:365dx+159+2016_T1,moocs製作與運營
course-v1:SDJTU+070108+2018_T1,course-v1:CQU+CQUMOOCMSE21202002+2017T1,土木工程材料
course-v1:TsinghuaX+10610224X+2015_T2_2,course-v1:TsinghuaX+10610224X+2017_T2,毛澤東思想和中國特色社會主義理論體系概論
course-v1:XJTUMOOC+C00301+2017_T2,course-v1:XJTUMOOC+C00301+2017_T3,社會學概論
course-v1:jlmu_TsinghuaX+THU00013X+2016_T2,course-v1:TsinghuaX+THU00013X+2017_T2,社會創新與創業
TsinghuaX/00720091X/_,course-v1:TsinghuaX+00720091X+2017_T2,足球運動與科學
course-v1:CIE+JD_2017+2017_T1,course-v1:CIE+JD_2017+2017_T2,萬衆創新第一課：創新總論與技術產業化
course-v1:TsinghuaX+THU201602+sp,course-v1:LouvainX+Louv17.2x+1T2018,error
course-v1:hnit_TsinghuaX+80000901_2X+2017_T1,course-v1:TsinghuaX+guangxi80000901_2X+2017_T1,中國建築史
course-v1:BerkeleyX+CS169_1x+2015_T2_,course-v1:ieuX+MOOC005+2016_T2,雲計算與軟件工程——第一部分
course-v1:NUDT+082501502+2014_T2,course-v1:NUDT+082501502+2016_2017,導彈總體設計導論
course-v1:TsinghuaX+00804723X+sp,course-v1:TsinghuaX+00804723X+2017_T2,圖案審美與創作
TsinghuaX/AP000005X/2015_T2,course-v1:TsinghuaX+AP000005X+2016_2017,微積分
course-v1:MITx+6_00_1x+2015_T1,course-v1:MITx+6_00_1x+2015_T2,計算機科學和python編程導論
course-v1:TsinghuaX+20250103X+2016_T1,course-v1:TsinghuaX+san20250103+2017_T1,數字電子技術基礎
course-v1:WellesleyX+HIST229x+2017_T1,course-v1:WellesleyX+HIST229x+2017_T2,亞歷山大大帝偉大嗎？
course-v1:yunnan_SDUx+00931800X+2016_T2,course-v1:LouvainX+Louv17.2x+1T2018,error
course-v1:Chongqinguniversity+MSE21202+2017-T1,course-v1:CQU+CQUMOOCMSE21202002+2017T1,土木工程材料
course-v1:SCU+00011142+2017_T1,course-v1:SCU+00011142+2017_T2,古典文學的城市書寫
course-v1:BIT+60240013_2015X+2015_T2,course-v1:TsinghuaX+60240013X+2016_2017,組合數學
course-v1:Microsoft+CLD211.3x+1T2017,course-v1:Microsoft+CLD211.3x+3T2017,microsoft sharepoint 2016: workload optimization
course-v1:TsinghuaX+00670122X+2016_2017,course-v1:TsinghuaX+yunnan00670122X+2017_T1,現代生活美學
course-v1:yunnan_TsinghuaX+70800232X+2016_T2,course-v1:TsinghuaX+70800232X+2017_T2,視覺傳達設計思維與方法
course-v1:TsinghuaX+10610204X+T1,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
course-v1:tjzd_TsinghuaX+80000822X+2016_T2,course-v1:TsinghuaX+80000822X+2017_T2,適老居住空間與環境設計
course-v1:CAU+CCX001+2015_T2,course-v1:CAU+guangxi08110140_1x+2017_T1,c程序設計案例教程
course-v1:ACCA+FMA-F2.x+1T2017,course-v1:ACCA+FMA-F2.x+3T2017,management accounting
course-v1:TsinghuaX+guangxi90640012X+2017_T1,course-v1:TsinghuaX+90640012X+2017_T2,生活英語讀寫
course-v1:ustcX+LB05203_a+2016_T2,course-v1:ustcX+LB05203_a+2017_T2,文獻管理與信息分析
course-v1:365dx+004+2017_T1,course-v1:SEU+00034237+2017_T2,中醫養生方法學
course-v1:TsinghuaX+00612642X+_2015_T2,course-v1:TsinghuaX+00612642X+2017_T2,《資治通鑑》導讀
course-v1:yunnan_TsinghuaX+30670043X+2016_T2,course-v1:TsinghuaX+30670043X+2017_T2,傳播學原理
course-v1:BerkleeX+OHARM-100x+1T2017_2,course-v1:BerkleeX+OHARM-100x+2T2017,introduction to music theory
course-v1:TsinghuaX+10421102X+2015_T2,course-v1:SDUx+00931800X+2017_T2,線性代數
course-v1:TsinghuaX+00690242X+2016_2017,course-v1:TsinghuaX+00690242X+2017_T2,文物精品與文化中國
course-v1:TsinghuaX+70250023_2014X+2014_T2,course-v1:TsinghuaX+70250023X+2016_2017,線性系統理論
course-v1:dongguan+zhiye045+20161223,course-v1:TsinghuaX+huds_30240184_2X+2017_T1,數據結構
course-v1:BerkleeX+OHARM-100x+3T2016,course-v1:LouvainX+Louv17.2x+1T2018,error
course-v1:TsinghuaX+AP000008X+sp,course-v1:TsinghuaX+AP000008X+2017_ST,通用學術英語
TsinghuaX/30140393X/_,course-v1:TsinghuaX+30140393X+2016_2017,燃燒理論
course-v1:dongguan+zhiye029+20161223,course-v1:TsinghuaX+30130123X+2016_2017,控制工程基礎
course-v1:xtkfq+40670453X+2015_T2,course-v1:TsinghuaX+40670453X+2017_T2,新聞攝影
course-v1:TsinghuaX+00720091X+2016_TS,course-v1:TsinghuaX+00720091X+2017_T2,足球運動與科學
JLUx/0000045603/2015_T1,course-v1:365dx+036+2017_T1,奇異的仿生學
course-v1:CAU+08110140+2015__T2,course-v1:CAU+guangxi08110140_1x+2017_T1,c程序設計案例教程
course-v1:TsinghuaX+lzls_20740042X+2017_T2,course-v1:TsinghuaX+20740042X+2017_T2,計算機文化基礎
course-v1:HEBUT+CT+2015_T2,course-v1:SCUT+145223+sp,大學計算機基礎
course-v1:TsinghuaX+70120073X+2016_T1,course-v1:TsinghuaX+70120073X_2017+2017_T1,有限元分析及應用
course-v1:guat_TsinghuaX+10421094X_2015_2+2016_T2,course-v1:SDUx+00931800X+2017_T2,線性代數
course-v1:HKUSTx+COMP107x+1T2018_2,course-v1:HKUSTx+COMP107x+3T2018,introduction to mobile application development using android
course-v1:TsinghuaX+10421094_2015X+2015_T1,course-v1:SDUx+00931800X+2017_T2,線性代數
MITx/15_390x/2014_T2,course-v1:MITx+15_390x_2017T1+2017_T2,創業101：你的客戶是誰？
course-v1:ASUx+TGM551x+2T2017,course-v1:ASUx+TGM551x+1T2018,global marketing strategy
course-v1:RiceX+AdvBIO_4x+_,course-v1:RiceX+AdvBIO_4x+sp,ap*備考——生物學，第四部分：生態學
course-v1:TsinghuaX+00690242X+2015__T2,course-v1:TsinghuaX+00690242X+2017_T2,文物精品與文化中國
course-v1:TsinghuaX+60240013X+sp,course-v1:TsinghuaX+60240013X+2016_2017,組合數學
course-v1:TsinghuaX-cug+10430494X+2015_T2,course-v1:TsinghuaX+10430494X_2015_2+2017_T2,大學物理2
course-v1:XJTUMOOC+CORE1504+2017_T2,course-v1:XJTUMOOC+CORE1504+2016_T2,道家的智慧
course-v1:ustcX+LB05203a+2015__T2_,course-v1:ustcX+LB05203_a+2017_T2,文獻管理與信息分析
course-v1:MITx+15_671x+sp,course-v1:MITx+15_671x+2017_T2,u.lab 0x: 基於覺察的系統創變：感知和共創未來
course-v1:dongguan+zhiye043+20161223,course-v1:TsinghuaX+30240233X+2016_2017,程序設計基礎
FZU/PSY01/2015_T1,course-v1:TsinghuaX+30700313X+2017_T2,心理學概論
course-v1:gxlztc_TsinghuaX+00510133X+2016_T2,course-v1:TsinghuaX+00510133X+2017_T2,會計學原理
course-v1:Tsinghua+20150001+2016_2017,course-v1:TsinghuaX+20150001+2017_T2,如何寫好科研論文
course-v1:TsinghuaX+20220214X1+2016_T2,course-v1:TsinghuaX+20220214X+2017_T2,電路原理
course-v1:DelftX+CTB3365DWx+1T2017,course-v1:DelftX+CTB3365DWx+2T2017,drinking water treatment
course-v1:TsinghuaX+80000901X+2016-2,course-v1:TsinghuaX+guangxi80000901_2X+2017_T1,中國建築史
course-v1:guangxi_SDUx+00931800X+2016_T2,course-v1:SDUx+00931800X+2017_T2,線性代數
course-v1:NJU+010101+2016-T2,course-v1:NJU+010101+2017_T2,理解馬克思
course-v1:buct_TsinghuaX+34100325X+2016_T2,course-v1:TsinghuaX+huds_34100325X+2017_T1,軟件工程
course-v1:TsinghuaX+00740043_2X_tv+2015_T1,course-v1:TsinghuaX+huds_00740043_2X+2017_T1,c++語言程序設計進階
course-v1:dongguan+zhiye091+20161223,course-v1:TsinghuaX+02070251X+2017_T2,職業探索與選擇
course-v1:ustcX+LB05203_a+sp,course-v1:ustcX+LB05203_a+2017_T2,文獻管理與信息分析
course-v1:365DX+0000045603+2015_T2,course-v1:365dx+036+2017_T1,奇異的仿生學
course-v1:MITX+MITx6_002x+2016_T2,course-v1:VPC_TsinghuaX+30230931X+2016_T1,電路與電子學
course-v1:RITx+PM9002x+1T2018,course-v1:RITx+PM9002x+2T2018,best practices for project management success
course-v1:bttc_TsinghuaX+80512073X+2017_T1,course-v1:TsinghuaX+80512073X_1+2017_T1,財務分析與決策
course-v1:BuuX+10800032_2015X+2015_T2,course-v1:TsinghuaX+10800032X+2017_T2,外國工藝美術史
TsinghuaX/20330334_2015X/2015_T1,course-v1:TsinghuaX+20330334X+2016_2017,理論力學
course-v1:TYUST+10421145_2015X+2015_T2,course-v1:TsinghuaX+10421145X+2016_2017,微積分-1
course-v1:JLU+290319+161711,course-v1:JLU+290319+161721,臨牀護理操作技術
course-v1:TsinghuaX+00740113X+2015_T2,course-v1:TsinghuaX+00740113X1+2017_T1,vc++面向對象與可視化程序設計
course-v1:dongguan+zhiye058+20161223,course-v1:TsinghuaX+20740084X+2016_2017,基於linux的c++
course-v1:ynu_TsinghuaX+10610224X+2017_T1,course-v1:TsinghuaX+10610224X+2017_T2,毛澤東思想和中國特色社會主義理論體系概論
course-v1:MITx+15_390_2x+sp,course-v1:MITx+15_390_2x+2017_T2,創業102：你能爲客戶做什麼？
TsinghuaX/70250023_2015X/2015_T1,course-v1:TsinghuaX+70250023X+2016_2017,線性系統理論
course-v1:dongguan+zhongshen024+20161223,course-v1:TsinghuaX+00310222X+2017_T2,創客培養：趣味力學實驗與製作
course-v1:TsinghuaX-wut+80512073X+2015_T2,course-v1:TsinghuaX+80512073X_1+2017_T1,財務分析與決策
course-v1:NEU+CCS000103+2016_T2,course-v1:NEU+CCS000104+2017_T1,高級語言程序設計
course-v1:TsinghuaX+00680142X+sp,course-v1:TsinghuaX+00680142X+2017_T2,儒家修身之道
course-v1:TsinghuaX+TSINGHUA107+sp,course-v1:TsinghuaX+TSINGHUA107+2017_T2,經典與思考——人文清華大師面對面
course-v1:uestcedu_TsinghuaX+AP201601X+2016_T2,course-v1:VPC_TsinghuaX+AP000002X+2016_T1,大學物理 ----電磁學
course-v1:TsinghuaX+00740043_2X+2016_2017,course-v1:TsinghuaX+huds_00740043_2X+2017_T1,c++語言程序設計進階
course-v1:TsinghuaX+80590952X+sp,course-v1:TsinghuaX+80590952X+2017_T2,公共危機管理
course-v1:TsinghuaX+00670322+2016_T2,course-v1:TsinghuaX+TSINGHUA107+2016_2017,人文清華
course-v1:ncepubd+60240202X+2016_T2,course-v1:TsinghuaX+huds_60240202X+2017_T1,大數據平臺核心技術
course-v1:TsinghuaX+00690092X_tv+2015_T1,course-v1:TsinghuaX+00690092X+2017_T2,邏輯學概論
course-v1:TsinghuaX+cau10610224X_07+2017_T1,course-v1:TsinghuaX+10610224X+2017_T2,毛澤東思想和中國特色社會主義理論體系概論
course-v1:CYCU+cycusllckx+2017_T1,course-v1:LouvainX+Louv17.2x+1T2018,error
course-v1:TsinghuaX_sziit+AP000005X+2016_T2,course-v1:TsinghuaX+AP000005X+2016_2017,微積分
course-v1:HITx+13SC03100710_2x+2017_T1,course-v1:HITx+13SC03100710_2x+sp,數據庫系統 ：建模與設計
course-v1:studio+111+2016T1,course-v1:NTHU+CS01026+2017_T2,物聯網概論
course-v1:JLU+260310+161711,course-v1:JLU+260310+161721,健康評估
course-v1:dongguan+zhiye007+20161223,course-v1:TsinghuaX+10421065X+2016_2017,微積分-2
course-v1:xuetangX+20170223X+_,course-v1:xuetangX+dbcj_20161215X+2017_T1,如何玩轉學堂雲平臺
PEC/20220214_2X/2015_T1,course-v1:pec+20220214_3X+2016_T1,重慶科技學院_電路原理
course-v1:HITx+13GH16000700+2016_T0,course-v1:HIT+13GH16000700+2017_T2,溝通心理學
course-v1:SDUx+131000110+2015_T1,course-v1:365dx+130+2016_T1,大學計算機——計算思維的視角
TsinghuaX/10610204X/_,course-v1:TsinghuaX+10620204X+2017_T2,馬克思主義基本原理
course-v1:TsinghuaX+THU00022X+2015_T2,course-v1:TsinghuaX+yunnanTHU00022X_tv+2017_T1,中國大國崛起的經濟、歷史、國際研究分析
course-v1:TsinghuaX+00691153X_tv+2015_T2_MZ,course-v1:TsinghuaX+00691153X+2017_T2,不朽的藝術：走進大師與經典
course-v1:NSU+10610183X+2015_T2,course-v1:TsinghuaX+10610183_2X+2017_T2,思想道德修養與法律基礎
course-v1:TsinghuaX+00460032X+_,course-v1:TsinghuaX+00460032X+2017_T2,應對氣候變化的中國視角
course-v1:Tsinghuax+10421065X_2015_T2+sp,course-v1:TsinghuaX+10421065X+2016_2017,微積分-2
course-v1:ASUx+SOC101x+2171A,course-v1:ASUx+SOC101x+2174C,introduction to sociology
course-v1:NSU_MITx+15_390x+2016_T2,course-v1:MITx+15_390x_2017T1+2017_T2,創業101：你的客戶是誰？
course-v1:TsinghuaX+30240233X+2015_T2_,course-v1:TsinghuaX+30240233X+2016_2017,程序設計基礎
course-v1:HBCM+B0680090_2015_T1+2015_T2,course-v1:ZUEL+B0680090+2017_T2,經濟地理與企業興衰
course-v1:TsinghuaX+30240184X+2014_T2,course-v1:TsinghuaX+huds_30240184_2X+2017_T1,數據結構
course-v1:365DX+80000901_2015X+2015_T2,course-v1:TsinghuaX+guangxi80000901_2X+2017_T1,中國建築史
course-v1:GKDJXJY+AZZ001+2015_T2,course-v1:TsinghuaX+00701032X+2017_T2,美國政治概論
course-v1:Microsoft+DAT202.1x+1T2017,course-v1:Microsoft+DAT202.1x+2T2017,processing big data with hadoop in azure hdinsight
course-v1:TsinghuaX+30230931X_2015_2+sp,course-v1:TsinghuaX+30230931X+2016_2017,電子信息科學與技術導引
course-v1:TsinghuaX_njupt+10610183X+2016_T2,course-v1:TsinghuaX+10610183_2X+2017_T2,思想道德修養與法律基礎
course-v1:ZUELX+B0601353+sp,course-v1:ZUELX+B0601353+2017_T2,組織行爲學——如何有效管理員工行爲
course-v1:xuetangx1+xuetang001+2015_T2,course-v1:test101+test101+2016_T1,test
course-v1:BerkleeX+OENTR-391x+3T2016,course-v1:BerkleeX+OENTR-391x+2T2017,creativity & entrepreneurship
course-v1:HUBEi+05400046+2016-02-16,course-v1:CQUMOOC+0005-ProbabilitandStatistics+2017_T1,概率論與數理統計
TsinghuaX/20240103X/2015_T2,course-v1:TsinghuaX+huds_20240103X+2017_T1,彙編語言程序設計
course-v1:TsinghuaX+80000901_1X+2016_2017,course-v1:TsinghuaX+guangxi80000901_2X+2017_T1,中國建築史
course-v1:BIT+15_390x_2015_T1+2015_T2,course-v1:MITx+15_390x_2017T1+2017_T2,創業101：你的客戶是誰？
course-v1:TsinghuaX+10421075X_2015_2+sp,course-v1:TsinghuaX+guangxi10421084X+2017_T1,微積分b
course-v1:Microsoft+CLD208.3x+1T2017,course-v1:Microsoft+CLD208.3x+3T2017,microsoft exchange server 2016 - 3: mailbox databases
course-v1:hulunbuir_TsinghuaX+02070251X+2017_T1,course-v1:TsinghuaX+02070251X+2017_T2,職業探索與選擇
course-v1:xuetangX+ncepubd_01+2017_T1,course-v1:xuetangX+dbcj_20161215X+2017_T1,如何玩轉學堂雲平臺
course-v1:BuuX+40670453X+2015_T2,course-v1:TsinghuaX+40670453X+2017_T2,新聞攝影
course-v1:GKDJXJY+CZXT001+2015_T2,course-v1:TsinghuaX+huds_30240243X+2017_T1,操作系統
course-v1:TsinghuaX+30806872X+2016_T1,course-v1:TsinghuaX+40802842+2017_T1,中國服裝史
course-v1:Hebei+00612642X+2015_T2,course-v1:TsinghuaX+00612642X+2017_T2,《資治通鑑》導讀
course-v1:TsinghuaX+30700313+sp,course-v1:TsinghuaX+30700313X+2017_T2,心理學概論
course-v1:gxnun_TsinghuaX+THU00013X+2016_T2,course-v1:TsinghuaX+THU00013X+2017_T2,社會創新與創業
course-v1:CAU+08112500x+2016T2-2016T2,course-v1:CAU+guangxi08112500x+2017_T1,大學計算機教程
course-v1:cqu_TsinghuaX+AP000000X+2016_T1,course-v1:TsinghuaX+AP000001X+2017_ST,大學化學
course-v1:nttec+80512073X+2015_T2,course-v1:TsinghuaX+80512073X_1+2017_T1,財務分析與決策
SDUx/00931800/2015_T1,course-v1:SDUx+00931800X+2017_T2,線性代數
course-v1:TsinghuaX+70230063X+2016_T2,course-v1:TsinghuaX+70230063X+2017_T1,應用信息論基礎
course-v1:CQU+00740043X2_2016T2+2016_T2,course-v1:TsinghuaX+huds_00740043_2X+2017_T1,c++語言程序設計進階
course-v1:TsinghuaX+00510133X+sp,course-v1:TsinghuaX+00510133X+2017_T2,會計學原理
course-v1:TsinghuaX+THU00022X_tv+2016_2017,course-v1:TsinghuaX+yunnanTHU00022X_tv+2017_T1,中國大國崛起的經濟、歷史、國際研究分析
course-v1:bisu+090101121+2016_T1,course-v1:bisu+090101121+2017_T1,基礎日語2
course-v1:TsinghuaX+00690242_1X_2014+2014_T2,course-v1:TsinghuaX+00690242X+2017_T2,文物精品與文化中國
